Event Date,Case Status,Inspection Number,Establishment Name,Report ID,Street Address,City,State,ZIP Code,Union Status,Abstract,Summary,NAICS,Age,Sex,Degree of Injury,Occupation,Coordinates
07/08/2017,CLOSED,1245413.015,"Wade'S Inspection Services, Inc.",627510,Snowmass 2920-27 1 H,Kermit,TX,79745,NonUnion,Employee has heat-related illness and dies,"At 4:00 p.m. on July 8, 2017, an employee was assisting other employees with cleaning threads on casing pipes using a pressure washer.  The employee felt ill due to heat and later died.",213112/Support Activities for Oil and Gas Operations,19,M,Fatality,Production helpers,"(31.851195504761904, -103.08527732857142)"
07/07/2017,CLOSED,1247854.015,Taylor Smith Consulting,636900,1200 Block La Clede Street,Bellmead,TX,76704,NonUnion,Employee sustains heat exhaustion while picking up trash in,"At 4:00 p.m. on July 7, 2017, an employee was picking up trash in hot weather. The employee sustained heat related illness.  The employee was admitted to hospital for overnight observation.",561320/Temporary Help Services,54,M,Hospitalized injury,"Helpers, extractive occupations","(31.572407291228068, -97.12009286929825)"
07/07/2017,CLOSED,1254765.015,Jorge Serrano Aguilar,627700,113 Rue De Montserrat,Norman,OK,73071,NonUnion,Employee dies from heat-related illness,"On July 7, 2017, an employee was working on exterior bricklaying.  The employee became ill and then died from a heat-related illness.",238140/Masonry Contractors,46,M,Fatality,Brickmasons and stonemasons,"(35.22427276708229, -97.41103648154613)"
07/07/2017,CLOSED,1247772.015,Centex Waste Management,636900,1200 Block La Clede St.,Bellmead,TX,76705,NonUnion,Employee sustains heat exhaustion while picking up trash in,"At 4:00 p.m. on July 7, 2017, an employee was picking up trash in hot weather. The employee sustained heat related illness.  The employee was admitted to hospital for overnight observation.",562212/Solid Waste Landfill,54,M,Hospitalized injury,"Helpers, extractive occupations","(31.60683723937126, -97.10587398547905)"
07/07/2017,CLOSED,1245749.015,Fedex,950644,3371 E Francis St,Ontario,CA,91710,NonUnion,Employee becomes ill with heat illness,"At 3:00 p.m. on July 7, 2017, an employee was delivering and picking up packages at different locations. The employee felt a pain in his stomach and fingers, which caused him to think he was having a heart attack. The employee notified his supervisor he was not feeling well. The employer offered to pick the employee up, but the employee stated he was at his last stop and that he would meet him at the warehouse. Once the employee was at the warehouse, he couldn't retain liquids and was taken by his supervisor to a clinic. The employee ended up being hospitalized and received treatment for heat related illness.",492110/Couriers,47,M,Hospitalized injury,Occupation Not Listed,"(34.006280129613735, -117.68064346024678)"
07/06/2017,CLOSED,1246696.015,Irby Construction Company,419400,725 Gluckstat Road,Madison,MS,39110,NonUnion,Employee is sickened by heat exhaustion,"At 12:00 p.m. on July 6, 2017, Employee #1, employed by a construction company, was engaged in the construction of a power transmission line.  Employee #1, while sitting on a digger/derrick, began to cramp and feel ill.  Emergency services were called, and Employee #1 was transported to the hospital, admitted, and treated for work-related heat exhaustion.",237130/Power and Communication Line and Related Structures Construction,54,M,Hospitalized injury,,"(32.47581811258457, -90.12237956576455)"
07/06/2017,CLOSED,1246461.015,"Archer Western Construction, Llc",419700,1194 Palm Ave. The Overland Highway Project,Jacksonville,FL,32207,NonUnion,Construction worker incurs heat exhaustion,"At 4:00 p.m. on July 6, 2017, Employee #1, employed by a heavy construction company, was engaged in a multiemployer highway construction project.  There were high heat index conditions at the time.  As he set forms for a concrete bridge, he began to feel ill, weak, and exhausted.  Employee #1 was discharged from the work site to return home and rest.  While at home, he began feeling extreme muscular cramping and continued weakness.  Employee #1 went to a hospital emergency room.  He was admitted and treated heat exhaustion.","237310/ Highway, Street, and Bridge Construction",50,M,Hospitalized injury,"Construction trades, n.e.c.","(30.29629264408284, -81.65176939053254)"
07/06/2017,CLOSED,1246124.015,"Multi-Family Property Services, Inc.",950644,2001 S. Campus Ave.,Ontario,CA,91761,NonUnion,Employee is killed from heat stroke while landscaping,"At 2:30 p.m. on July 6, 2017, an employee was lawn mowing and using a leaf blower.  The employee fell ill while working.  The employee was hospitalized and passed away due to the exposure to heat.",561730/Landscaping Services,31,M,Fatality,Occupation Not Listed,"(34.03197199237013, -117.64087356542208)"
07/06/2017,CLOSED,1246803.015,"Oklahoma Roofing & Sheet Metal, Llc",627700,Intersection Of Monitor Ave. And Congress,Norman,OK,73019,NonUnion,Worker loses consciousness due to heat exhaustion,"At 3:30 p.m. on July 6, 2017, Employee #1, employed by a roofing company, was engaged in roofing work at a one-story building.  He had taken off from work the previous day due to not feeling well.  While performing his assigned work, Employee #1 lost consciousness.  Emergency services were called, and Employee #1 was transported to the hospital.  He was admitted and treated for heat exhaustion.",238160/Roofing Contractors,40,M,Hospitalized injury,Roofers: Helpers,"(35.19833409607843, -97.44387020784313)"
07/06/2017,CLOSED,1245875.015,Stevens Construction Corp.,523300,151 E. Wilson Street,Madison,WI,53703,NonUnion,"Worker is sickened by heat, dehydration","At 7:00 p.m. on July 6, 2017, Employee #1 and approximately three coworkers, employed by a construction company, were installing concrete forms for a 12-story building construction project.  As they lifted and set into place the concrete forms, the temperature on the jobsite was approximately 85 degrees Fahrenheit.  The work crew took their normal breaks inside an air conditioned trailer in the morning, at lunch, and in the afternoon.  The company also provided water and other fluids and encouraged their employees to drink as much as they needed.  After his work shift ended and while at home, Employee #1 felt ill.  His wife transported him to the hospital.  Employee #1 was admitted and treated for dehydration and a 50 percent reduction in kidney function.",236220/Commercial and Institutional Building Construction,55,M,Hospitalized injury,Construction laborers,"(43.07844360358423, -89.3746226469534)"
07/05/2017,CLOSED,1245442.015,Paciolan,950631,5171 California Ave. Ste. 200,Irvine,CA,92617,NonUnion,Employee completes exercise regiment and is overcome by heat,"At 2:00 p.m. on July 5, 2017, an employee had been walking as an exercise during his lunch period and he returned to his office where he felt dizzy and fainted. Emergency Services responded and transported the employee to Hoag Hospital where the employee stayed for 2 hours prior to being released.  The employee returned the next day to work without further occurrences.",511210/Software Publishers,32,M,Non Hospitalized injury,Computer programmers,"(33.63930046975703, -117.83622969430947)"
07/03/2017,CLOSED,1245568.015,"Ge Betz, Inc.",626700,11603 Strang Rd.,La Porte,TX,77571,NonUnion,Employee suffers from heat exhaustion while cutting piping f,"At 3:00 p.m. on July 3, 2017, the employee was cutting and installing PVC piping inside the Micro Biological Reactor.  The employee stopped sweating and was not feeling well.  The employee suffered from heat exhaustion and was hospitalized.",221320/Sewage Treatment Facilities,46,M,Hospitalized injury,,"(29.65966883124246, -95.05979202424608)"
07/01/2017,CLOSED,1246026.015,"Command Construction, Llc",625700,30th-Hammond Hwy,New Orleans,LA,70124,NonUnion,Surveyor sickened by heat stroke,"At 3:30 p.m. on July 1, 2017, Employee #1, employed by a construction company, was engaged in surveying work.  He was working outside and using a distance wheel to measure distance.  Employee #1 became ill from the day's heat. Emergency services were called, and Employee #1 was transported to the hospital. He was admitted and treated for heat stroke.",236210/Industrial Building Construction,30,M,Hospitalized injury,Surveyor,"(30.008614065613383, -90.10683169386617)"
07/01/2017,CLOSED,1244295.015,"Highway Barricades & Services, Llc",626000,7775 Leopard St.,Corpus Christi,TX,78409,NonUnion,Employee dies from heat stroke,"On July 1, 2017 an employee at a highway barricade storage yard was working extra hours to make up for time since being out sick a few days prior. While loading barricade materials, the employee started to not feel well. He took a break in a shaded area with a fan running and drank water. As he began to feel better, he resumed work; however, soon felt ill again. After notifying the yard supervisor of his condition, the employee was let off work at 11:41 a.m. The supervisor escorted the employee to his car and then went back to the yard to tend to the other workers. At approximately 1:30 p.m. when the other employees stopped work and returned to their vehicles, the employee was found in his vehicle unresponsive. The car was running with the air conditioning on. The employee had suffered heat stroke and died.","237310/ Highway, Street, and Bridge Construction",34,M,Fatality,Diver,"(27.84743259591837, -97.54006043673469)"
06/30/2017,CLOSED,1245164.015,"Meco Electric Co, Inc",215600,354 Beach 56th Street,Far Rockaway,NY,11692,Union,Employee Faints Due To Heat And Is Hospitalized For Heat Exh,"At approximately 8:30 a.m. on June 30, 2017, Employee #1 was performing electrical work. As he worked, he became dizzy and fainted due to the heat. Employee #1 was transported to a medical center, where he received treatment for heat exhaustion and was then hospitalized.",238210/Electrical Contractors,55,M,Hospitalized injury,Electrical and electronic engineers,"(40.593845242734226, -73.79678355219885)"
06/30/2017,CLOSED,1277443.015,Black Tie Moving Services Llc,636900,4431 Woodbine Lane,Prosper,TX,75078,NonUnion,Employee dies from heat stroke,"At 2:30 p.m. on June 30, 2017, an employee was moving boxes into the home.  The employee became disoriented, collapsed from heat stroke, and died.",484210/Used Household and Office Goods Moving,34,M,Fatality,Occupation Not Listed,"(33.24155496698718, -96.79619822660257)"
06/30/2017,CLOSED,1246522.015,"Duit Construction Company, Inc.",627700,3001 S. Douglass Blvd.,Oklahoma City,OK,73130,NonUnion,Worker installing fence collapses from heat stroke,"At 2:43 p.m. on June 30, 2017, Employee #1, employed by a construction company, was installing a silt fence and backfilling with a shovel at a job site.  He experienced heat fatigue and collapsed on the way to the vehicle to cool off. Emergency services were called, and Employee #1 was transported to the hospital. He was admitted and treated for complications of heat stroke.","237310/ Highway, Street, and Bridge Construction",49,M,Hospitalized injury,,"(35.45863282303207, -97.35062569358601)"
06/28/2017,CLOSED,1258242.015,Southwestern Bell Telephone Company,626300,710 Terry Land,Richardson,TX,75080,Union,Employee is hospitalized for heat exhaustion and dehydration,"At 2:15 p.m. on June 28, 2017, Employee #1 was installing internet/phone service at a residence. It was a hot day. The employee called his manager and said that he wasn't feeling well. Employee #1 was hospitalized, where he was treated for heat exhaustion and dehydration.",517110/Wired Telecommunications Carriers,34,M,Hospitalized injury,,"(32.97084395745554, -96.74263264883722)"
06/27/2017,CLOSED,1243896.015,"Brooks Tropicals, Llc",418800,18400 Sw 256th Street,Homestead,FL,33031,NonUnion,Employee suffers from heat exhaustion while working in field,"At 12:00 p.m. on June 27, 2017, an employee was marking holes with his hand tool in the field. It was a hot day and the employee fainted and then vomited. The employee suffered from heat exhaustion. He was also diabetes. The employee was hospitalized and treated for heat exhaustion.",111336/Fruit and Tree Nut Combination Farming,58,M,Hospitalized injury,Agricultural and food scientists,"(25.52579936969697, -80.48984757004662)"
06/26/2017,CLOSED,1250954.015,Los Angeles County Public Works,950641,2275 Alacazar St.,Los Angeles,CA,90033,Union,Employee experiences heat stroke and is hospitalized,"At 11:15 a.m. on June 26, 2017, Employee #1 was repairing an air conditioner on Building #2. The employee was working in the hot sun, making the repairs, when he began to feel ill. Employee #1 was hospitalized, where he was treated for heat stroke.","926130/ Regulation and Administration of Communications, Electric, Gas, and Other Utilities",60,M,Hospitalized injury,Occupation Not Listed,"(34.048588295167285, -118.21213069330854)"
06/26/2017,CLOSED,1247021.015,Winpak Films Inc.,418200,100 Wihuri Pkwy,Senoia,GA,30276,NonUnion,Employee was troubleshooting a pellet heat dryer and suffers,"At approximately 1:30 p.m. on June 26, 2017, an employee was troubleshooting a plastic pellet heat dryer that was not properly working. There was an inoperative valve at the bottom of the pellet dryer that the employee was inspecting.	The employee introduced his right index finger into the bottom valve to verify if it was in the open or closed position. The valve was in the open position when suddenly, the valve closed and lacerated the employee's finger. The employee suffered partial amputation of the right index finger by the actuator shaft that operated the valve's position at the bottom of the pellet heat dryer.",326111/Plastics Bag Manufacturing,27,M,Hospitalized injury,"Engineers, n.e.c.","(33.28622251243523, -84.57272839792746)"
06/25/2017,CLOSED,1243269.015,Anchor Glass Container Corporation,418100,1044 Booth Rd,Warner Robins,GA,31088,Union,Employee suffers from heat stress related illness while work,"At approximately 8:30 p.m. on June 25, 2017, an employee, a journey man operator of the hot end, was operating all lines in the production area. The Section 7 was having trouble so he had try to get the line running and did not have much opportunity to sit down and drink water. The employee started sweating profusely. The employee took a 30 minutes break and started working on the lines again. After his second break he ate something but started feeling bad after the break and vomited. He continued to feel bad and weak. The supervisor saw him and instructed him to take a brake and go into the control room to cool off. The employee stayed in the control room for 20-30 minutes but continue to feel bad. The employee was sent home. He slept and felt better but not completely. The employee was taken to the emergency room that evening and was diagnosed with kidney failure and dehydration. The employee was hospitalized and treated for heat stress related illness.",327213/Glass Container Manufacturing,36,M,Hospitalized injury,Operations & systems researchers and analysts,"(32.59062865632334, -83.65890705580182)"
06/23/2017,CLOSED,1244722.015,United States Postal Service,626300,9004 San Venito Street,Dallas,TX,75218,Union,Employee suffers heat related illness and is hospitalized,"At 1:00 p.m. on June 23, 2017, an employee was delivering mail on a residential park and loop route.  The employee completed approximately three hours of the route, and returned to the station to report symptoms to the station manager. The station manager had the employee sit near a fan and drink water before driving the employee to get medical attention.  The employee was hospitalized for one night for symptoms of heat-related illness, including feeling ill, lack of energy, and excessive sweating.",491110/Postal Service,51,M,Hospitalized injury,"Mail carriers, postal service","(32.84112900232558, -96.70102482541527)"
06/23/2017,CLOSED,1242973.015,County Of Kern,950647,1415 Truxtun Ave.,Bakersfield,CA,93301,Union,Employee suffers possible heat related illness while perform,"At approximately 4:29 p.m. on June 26, 2017, an employee was performing maintenance on fleet vehicles when he became ill. The employee suffered from a possible heat-related illness and was hospitalized.",921110/Executive Offices,51,F,Hospitalized injury,Occupation Not Listed,"(35.37778596603774, -119.02835154150944)"
06/23/2017,CLOSED,1243450.015,4 Seasons,950625,E Adams Ave.,Parlier,CA,93648,NonUnion,Employee is harvesting nectarines during high heat and suffe,"On June 23, 2017, an employee was harvesting nectarines in the field during a hot day and began complaining about feeling cold, sweating, and having cramps in the bottom of his feet.  No further information was provided within the initial report.  Hospitalization was not required.",115115/Farm Labor Contractors and Crew Leaders,58,M,Non Hospitalized injury,Farm workers,"(36.6099786, -119.5258182)"
06/22/2017,CLOSED,1242511.015,"Bay Air Systems, Inc.",950614,5994 W Las Positas Blvd.,Pleasanton,CA,94566,NonUnion,Worker on roof collapses from heat and dehydration,"At 12:07 p.m. on June 22, 2017, Employee #1, employed by a heating and air conditioning contractor, was performing corrective maintenance to a mechanical unit on a building roof.  He had been working on the roof since approximately 8:00 a.m. and had taken two previous work breaks off the roof.  During a third break on the roof, he felt uneasy and began pacing.  He then collapsed. Emergency services were called, and Employee #1 was transported to the hospital. He was treated with IV fluids for heat-related dehydration.  Employee #1 was released from the hospital 5 hours after treatment.","238220/ Plumbing, Heating, and Air-Conditioning Contractors",27,M,Non Hospitalized injury,"Technicians, n.e.c.","(37.67525893831776, -121.87582759392524)"
06/22/2017,CLOSED,1251269.015,Cintas Corporation,950621,1231 National Dr,Sacramento,CA,95834,NonUnion,Employee is working in a high heat facility and suffers dehy,"At 8:45 p.m. on June 22, 2017, an employee was hand folding towels inside an industrial laundry facility. The employee began to feel light-headed and dizzy. The employee suffered dehydration as well. The employee was not hospitalized.",812332/Industrial Launderers,45,F,Non Hospitalized injury,"Laborers, except construction","(38.64723902588235, -121.53538125900928)"
06/22/2017,CLOSED,1241799.015,Marin Municipal Water District,950615,330 San Geronimo Valley Dr,Woodacre,CA,94973,Union,Employee is overheated and suffers from heat exhaustion,"At 11:30 a.m. on June 22, 2017, an employee felt dizzy, nauseated, and suffered from sweating and neck tightness.  No further specifics were provided in the initial report.",221310/Water Supply and Irrigation Systems,40,M,Non Hospitalized injury,Construction inspectors,"(38.0123914, -122.6491721)"
06/22/2017,CLOSED,1242781.015,Gerdau Ameristeel Us Inc.,950611,250 Howard Street,San Francisco,CA,94105,Union,Employee Experiences Heat Exhaustion While Working And Is Tr,"At approximately 11:55 a.m. on June 22, 2017, Employee #1 was working at a construction site and assisting in the laying down of rebar to prepare for the concrete pour. He was an apprentice iron worker in charge of tying and packing rebar, housekeeping and assisting the journeyman iron workers throughout the working deck on the eight floor. The weather report that day claimed the temperature was approximately 80�ｿｽF. Employee #1 started to report symptoms of muscle cramps, thirst and dizziness. He was sitting, hunched over and taking a break when his immediate supervisor noticed him near their gang box. Employee #1 reported his symptoms with a little nausea in addition. The supervisor advised him to go down one story to the seventh floor in the shade and drink more fluids. The supervisor waited to make sure he was capable of climbing down the ladder and monitored his descent, assigning one other employee to watch from below. While resting in the shade, the supervisor contacted a safety specialist as well as the senior safety manager. The senior safety manager came to monitor Employee #1 and the safety specialist called back to say that their private medical services were unavailable to come to the site, and directed him to the nearby clinic. The time between Employee #1's onset of symptoms and reaching the urgent care clinic was estimated at 1 hour and 20 minutes. At the  urgent care clinic, he received treatment for heat exhaustion and was released that same day.","238190/ Other Foundation, Structure, and Building Exterior Contractors",31,M,Non Hospitalized injury,Occupation Not Listed,"(37.788612500485435, -122.39714729951456)"
06/22/2017,CLOSED,1242662.015,"Irigoyen Farms, Inc",950625,Peach And Clarkson,Selma,CA,93662,NonUnion,Employee is harvesting peppers during high heat and suffers,"On June 22, 2017, an employee was working in field picking peppers during a hot day and began having cramps. The employee was brought to the hospital and was treated for dehydration, muscle cramps, and abdominal pain.  Hospitalization was not required.",111219/Other Vegetable (except Potato) and Melon Farming,57,F,Non Hospitalized injury,"Laborers, except construction","(36.568020946153844, -119.60813841538463)"
06/22/2017,CLOSED,1243426.015,"North Florida Asphalt, Inc.",419700,2073 Summit Lake Drive,Tallahassee,FL,32317,NonUnion,Employee Suffers Heat Stroke While Working,"At approximately 2:00 p.m. on June 22, 2017, Employee #1 was shoveling and raking asphalt. As he worked, he started to not feeling well. He did not inform anyone that he wasn't feeling well. After finishing his sift, Employee #1 attempted to drive home and became sick while driving. He pulled into a parking lot and called emergency medical personnel. They arrived and transported him to a medical center, where he received treatment for heat stroke and was then hospitalized.","237310/ Highway, Street, and Bridge Construction",39,M,Hospitalized injury,"Laborers, except construction","(30.466210924923075, -84.15516732492307)"
06/21/2017,CLOSED,1243967.015,Kern County Fire Department,950647,5642 Victor St.,Bakersfield,CA,93308,Union,Employee experiences heat exhaustion and sustains acute rena,"At 10:30 a.m. on June 21, 2017, an employee was engaged in physical training when he experienced cramping in his legs, lightheadness, and dizziness as a result of heat exhaustion. The employee sustained acute renal failure, which was attributed to dehydration and rhabdomyolysis.",922160/Fire Protection,29,M,Hospitalized injury,Fire Fighter,"(35.413068906388574, -119.0821220527997)"
06/21/2017,CLOSED,1254745.015,"Sunsweet Growers, Inc.",950621,901 N Walton Ave.,Yuba City,CA,95993,Union,Two employees are working indoors during high heat and suffer,"At 3:40 p.m. on June 21, 2017, two employees were working indoors on a hot day. Both employees were working around juice machines and Employee #1 felt sick in the stomach and was light-headed.  Employee #2 felt sick in the stomach, was light-headed, and had a headache.  Employee #1 was diagnosed with nausea and Employee #2 suffered from heat exhaustion.",311421/Fruit and Vegetable Canning,40,F,Non Hospitalized injury,"Laborers, except construction","(39.13663800462963, -121.66762158333333)"
06/20/2017,CLOSED,1242340.015,Emmetts Excavation Inc.,950625,Fowler And Olive Ave,Fresno,CA,93727,Union,Employee installing pipe incurs heat-related illness,"At 11:30 p.m. on June 20, 2017, Employee #1, employed by an excavation company, was working at a multiemployer construction site.  He was installing an underground water pipe when he began to feel ill.  Emergency services were called, and Employee #1 was transported to the hospital.  He was treated for heat-related illness and discharged two hours later.",238910/Site Preparation Contractors,37,M,Non Hospitalized injury,Construction laborers,"(36.74442209818182, -119.72200230484847)"
06/20/2017,CLOSED,1242006.015,Ghirardelli Chocolate Company,950614,1111 139th Avenue,San Leandro,CA,94578,Union,Employee is working in high heat conditions and is having tr,"At 9:00 a.m. on June 20, 2017, an employee was working in the bean dumping area during a warm day. The employee was having difficulty breathing while working at his station and, his skin warm and moist.  The employee declined transportation to the hospital and was not hospitalized.",311352,61,M,Non Hospitalized injury,Operations & systems researchers and analysts,"(37.70373956598029, -122.1232352969553)"
06/20/2017,OPEN,1248789.015,Comix Usa Ltd,950644,20671 E.Valley Blvd.,Walnut,CA,91789,NonUnion,Employee is unloading heavy boxes during high heat and suffe,"At 3:00 p.m. on June 20, 2017, an employee was unloading 10 lbs. boxes from a truck to a storage unit during a very hot day. The employee began to feel sick and was treated for syncope secondary to heat exhaustion.  Hospitalization was not required.",423420/Office Equipment Merchant Wholesalers,19,M,Hospitalized injury,"Laborers, except construction","(34.020210892907805, -117.86807704666667)"
06/20/2017,CLOSED,1245062.015,City Of Los Banos,950624,"Rail Trail, 7th Street",Los Banos,CA,93635,NonUnion,Employee is paving a road surface and suffers heat exhaustio,"At 1:00 p.m. on June 20, 2017, an employee was working as part of a road paving crew.  The employee succumbed to heat stroke and was hospitalized.","926130/ Regulation and Administration of Communications, Electric, Gas, and Other Utilities",60,M,Hospitalized injury,"Laborers, except construction","(37.064052980158266, -120.84307462480035)"
06/20/2017,CLOSED,1251931.015,U.S. Postal Service - Emerald Station,936500,4030 S. Jones Blvd.,Las Vegas,NV,89103,Union,Employee suffers heat exhaustion while delivering mail and i,"At 4:00 p.m. on June 20, 2017, an employee was delivering mail during hot weather and suffered from heat exhaustion. The initial report did not provide any further information other than the employee was hospitalized.",491110/Postal Service,51,M,Hospitalized injury,,"(36.11130335153846, -115.20566200384614)"
06/19/2017,CLOSED,1241782.015,Ikea Distribution Services Inc,950647,4049 Industrial Parkway Dr.,Lebec,CA,93243,NonUnion,Employee becomes dizzy due to heat exhaustion while working,"At 11:59 a.m. on June 19, 2017, an employee was working in a warehouse during a hot day.  The employee became dizzy and almost passed out.  The employee may have suffered from heat exhaustion.  The employee was not hospitalized.",493110/General Warehousing and Storage,40,M,Non Hospitalized injury,Occupation Not Listed,"(34.858171717241376, -118.89522586379312)"
06/18/2017,CLOSED,1241356.015,Bell Products Inc.,950615,6534 Washington St,Yountville,CA,94599,Union,Employee suffers from heat related illness while repairing H,"At 4:00 p.m. on June 18, 2017, an employee was using a garden hose to wash HVAC coils on the rooftop.  The air conditioning had shut down due to high outdoor temperatures that exceeded 100 degrees that afternoon.  The employee blacked out and onto a piece of sheet metal and sustained a laceration, approximately 4 inches long, to his right forearm.  The employee recovered consciousness but felt dizzy and was in a mild shock due to his injury.  Emergency Services responded and the General Manager for the restaurant provided ice, water, and wet towels for the employees use until they arrived.  The employee suffered from possible heat related illness.",722110/Full-Service Restaurants,44,M,Non Hospitalized injury,"Heating, air conditioning, and refrig. mechanics","(38.396213044262296, -122.36285930327868)"
06/17/2017,CLOSED,1240947.015,Stanton Utilities Inc.,950631,3 Mcarthur Pl.,Santa Ana,CA,92705,NonUnion,Employee suffers from heat exhaustion,"At 1:15 p.m. on June 17, 2017, an employee was completing some landscape work, tilling, and planting sod on the grounds of a commercial building complex.  The employee started to experience cramps, became agitated, sweating, had fever and headache.  The employee suffered heat exhaustion and dehydration.  The employee was treated in Emergency Room with IV fluids and released about two hours later.",561612/Security Guards and Patrol Services,63,M,Non Hospitalized injury,"Laborers, except construction","(33.761734622259965, -117.8145714424194)"
06/17/2017,CLOSED,1241008.015,Angels Baseball Lp,950631,2000 Gene Autry Way,Anaheim,CA,92806,Union,Employee blacks out at roll gate due to heat exhaustion,"At 5:45 p.m. on June 17, 2017, an employee was working in a concrete parking booth outside collecting payment from incoming vehicles entering the parking lot area of the stadium for a baseball game.  There were no windows or air conditioning in the booths to control the climate.  The temperature was 89 degrees at 3:00 p.m.  The employee was overcome from the temperature and  was transported to the hospital where he was treated for a syncope episode.  The employee was released less than 24 hours later.",711211/Sports Teams and Clubs,65,M,Non Hospitalized injury,Occupation Not Listed,"(33.83746534609006, -117.87729350954969)"
06/17/2017,CLOSED,1240654.015,"Star Concrete Foundations, Inc.",355114,4831 S. 8th Street,Arlington,VA,22204,NonUnion,Worker pouring concrete dies of heat stroke,"At 10:00 a.m. on June 17, 2017, Employee #1, employed by a concrete company, was working at a construction site.  He was making concrete molds and pouring concrete.  Employee #1 died of heat stroke.",238110/Poured Concrete Foundation and Structure Contractors,25,M,Fatality,Construction laborers,"(38.86096180433279, -77.0922562440033)"
06/16/2017,CLOSED,1245566.015,Bloom Engineering,728900,2301 W. Omaha Ave.,Norfolk,NE,68701,NonUnion,Employee experiences heat stress while calibrating furnace,"At 4:15 p.m. on June 16, 2017, an employee was calibrating on a furnace when he began to fill ill.  The employee was hospitalized and treated for possible heat stress. The incident report provided no additional information.",332999/All Other Miscellaneous Fabricated Metal Product Manufacturing,52,M,Hospitalized injury,,"(42.01963579066306, -97.38925170622463)"
06/15/2017,CLOSED,1241116.015,Seegars Fence Co.,355121,905 E. Randolph Road,Hopewell,VA,23860,NonUnion,Employee working outdoors incurs a heat-related illness,"At 1:00 a.m. on June 15, 2017, Employee #1, employed by a fence company, was working outdoors.  He became ill due to the heat.  Emergency services were called, and Employee #1 was transported to the hospital.  He was admitted and treated for a heat-related illness.",236220/Commercial and Institutional Building Construction,24,M,Hospitalized injury,,"(37.28641145838287, -77.29346880563614)"
06/15/2017,CLOSED,1240802.015,Fimple'S Lawn Care,522500,5716 King Rd S.W.,Stone Creek,OH,43840,NonUnion,Lawn care worker dies of possible heat stroke,"At 4:15 p.m. on June 15, 2017, Employee #1, employed by a lawn care company, was working at a job site on his first day of work.  He had been operating a weed eater and blower, as part of a three-person crew, at three previous properties. After he vomited at the second and third properties, the company owner directed him to remain in the air conditioned work truck at the fourth property. Employee #1 was found collapsed and unresponsive on the ground, approximately 30 yards from the truck.  Emergency services were called.  Emergency personnel pronounced Employee #1 dead at the scene.  This fatality was attributed to possible heat-related illness and environmental heat.",561730/Landscaping Services,18,M,Fatality,Occupation Not Listed,"(40.38845470416667, -81.6125396125)"
06/14/2017,CLOSED,1243229.015,Ingalls Shipbuilding,419400,1000 Jerry St Pe' Highway,Pascagoula,MS,39567,Union,Employee suffers from heat exhaustion while fitting plumbing,"At 2:15 p.m. on June 14, 2017, an employee was fitting plumbing pipes together. The employee was working in area that was humid and hot. The employee became overheated and started to vomit.  The employee suffered from heat exhaustion and dehydration. The employee was hospitalized and treated for heat exhaustion.",336611/Ship Building and Repairing,37,M,Hospitalized injury,,"(30.38394667777778, -88.5432480419753)"
06/13/2017,CLOSED,1239583.015,"Beckmann Concrete Forms, Inc.",524530,9000 Reservoir Road,Nashville,IL,62263,NonUnion,Employee dies from heat stress,"At 6:00 a.m. on June 13, 2017, Employee #1 started work at a new residential construction site setting aluminum concrete forms. The job consisted of carrying 40 pound aluminum wall forms, setting the forms and checking the pins. The temperature for the afternoon was 91 degrees Fahrenheit with a heat index of approximately 95 degrees Fahrenheit. And, work was conducted in full sun. At approximately 11:30 to11:45 a.m., Employee #1 stopped for an approximate 45 to 60 minute lunch break, which he did not return to work on account of heat-related symptoms. Instead, Employee #1 was told to rest in the shade at the jobsite. During this time, Employee #1 exhibited unusual behavior and was eventually observed getting into another employee's truck. Approximately 10 minutes later, two employees went to the truck to get some water (around 1:00 to 1:15 p.m.), where Employee #1 was observed slouched over inside the truck. Employee #1 was unconscious and was driven to the local hospital by the owner. Employee #1 was admitted to the emergency room and died a short time later. Employee #1 suffered heat-related illness (heat stress, heat stroke) and died. The incident investigation reported that the truck windows were down, but this was not effective in cooling Employee #1's core body temperature, which was 107.5 degrees Fahrenheit upon arriving at the emergency room.",238110/Poured Concrete Foundation and Structure Contractors,41,M,Fatality,,"(38.34063742202643, -89.38862810748898)"
06/13/2017,CLOSED,1240274.015,U.S. Postal Service,111700,345 Heritage Ave,Portsmouth,NH,3801,Union,U.S. Postal employee sustains heat stress and heart problem,"At 1:45 p.m. on June 13, 2017, a U.S. Postal Service employee was delivering mail and packages which weighed up to 40 pounds. The delivery route involved driving and walking. The employee sustained the effects of heat stress. The employee stopped at a gas station and called the supervisor. The supervisor went to the employee's location and drove him back to the main work site. The employee's symptoms did not subside and an ambulance was called. The employee was taken to the hospital and admitted due to a cardiac event.",491110/Postal Service,55,M,Hospitalized injury,"Mail carriers, postal service","(43.07211098950472, -70.77854146839623)"
